timestep,light_state_north,light_state_south,light_state_east,light_state_west,cars_north_lane,cars_south_lane,cars_east_lane,cars_west_lane,north_avg_wait_time,south_avg_wait_time,east_avg_wait_time,west_avg_wait_time
4181,1,1,0,0,0,0,4,4,0.0,0.0,5.75,5.75
4182,1,1,0,0,0,0,4,4,0.0,0.0,6.75,6.75
4183,1,1,0,0,0,0,4,4,0.0,0.0,7.75,7.75
4184,0,0,1,1,0,0,5,5,0.0,0.0,7.0,7.0
4185,0,0,1,1,0,0,4,4,0.0,0.0,6.75,6.75
4186,0,0,1,1,0,0,3,3,0.0,0.0,6.333333333333333,6.333333333333333
4187,0,0,1,1,0,0,2,2,0.0,0.0,5.0,5.0
4188,0,0,1,1,1,1,2,2,0.0,0.0,2.0,2.0
4189,0,0,1,1,1,1,1,1,1.0,1.0,1.0,1.0
4190,0,0,1,1,1,1,0,0,2.0,2.0,0.0,0.0
4191,0,0,1,1,1,1,0,0,3.0,3.0,0.0,0.0
4192,0,0,1,1,1,1,0,0,4.0,4.0,0.0,0.0
4193,0,0,1,1,1,1,0,0,5.0,5.0,0.0,0.0
4194,0,0,1,1,1,1,0,0,6.0,6.0,0.0,0.0
4195,0,0,1,1,1,1,0,0,7.0,7.0,0.0,0.0
4196,0,0,1,1,1,1,0,0,8.0,8.0,0.0,0.0
4197,0,0,1,1,2,2,0,0,4.5,4.5,0.0,0.0
4198,0,0,1,1,2,2,0,0,5.5,5.5,0.0,0.0
4199,0,0,1,1,2,2,0,0,6.5,6.5,0.0,0.0
4200,0,0,1,1,2,2,0,0,7.5,7.5,0.0,0.0
4201,0,0,1,1,2,2,0,0,8.5,8.5,0.0,0.0
4202,0,0,1,1,3,3,0,0,6.333333333333333,6.333333333333333,0.0,0.0
4203,0,0,1,1,3,3,0,0,7.333333333333333,7.333333333333333,0.0,0.0
4204,0,0,1,1,3,3,0,0,8.333333333333334,8.333333333333334,0.0,0.0
4205,0,0,1,1,4,4,0,0,7.0,7.0,0.0,0.0
4206,1,1,0,0,5,5,0,0,6.4,6.4,0.0,0.0
4207,1,1,0,0,4,4,0,0,4.5,4.5,0.0,0.0
4208,1,1,0,0,3,3,0,0,3.6666666666666665,3.6666666666666665,0.0,0.0
4209,1,1,0,0,2,2,0,0,3.5,3.5,0.0,0.0
4210,1,1,0,0,2,2,0,0,2.0,2.0,0.0,0.0
4211,1,1,0,0,1,1,0,0,1.0,1.0,0.0,0.0
4212,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4213,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4214,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4215,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4216,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4217,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0
4218,1,1,0,0,0,0,2,2,0.0,0.0,0.5,0.5
4219,1,1,0,0,0,0,2,2,0.0,0.0,1.5,1.5
4220,1,1,0,0,0,0,2,2,0.0,0.0,2.5,2.5
4221,1,1,0,0,0,0,2,2,0.0,0.0,3.5,3.5
4222,1,1,0,0,0,0,2,2,0.0,0.0,4.5,4.5
4223,1,1,0,0,0,0,2,2,0.0,0.0,5.5,5.5
4224,1,1,0,0,0,0,2,2,0.0,0.0,6.5,6.5
4225,1,1,0,0,0,0,2,2,0.0,0.0,7.5,7.5
4226,1,1,0,0,0,0,2,2,0.0,0.0,8.5,8.5
4227,1,1,0,0,0,0,2,2,0.0,0.0,9.5,9.5
4228,1,1,0,0,0,0,2,2,0.0,0.0,10.5,10.5
4229,1,1,0,0,0,0,3,3,0.0,0.0,7.666666666666667,7.666666666666667
4230,1,1,0,0,0,0,3,3,0.0,0.0,8.666666666666666,8.666666666666666
4231,1,1,0,0,0,0,3,3,0.0,0.0,9.666666666666666,9.666666666666666
4232,1,1,0,0,0,0,3,3,0.0,0.0,10.666666666666666,10.666666666666666
4233,1,1,0,0,0,0,3,3,0.0,0.0,11.666666666666666,11.666666666666666
4234,1,1,0,0,0,0,3,3,0.0,0.0,12.666666666666666,12.666666666666666
4235,1,1,0,0,0,0,3,3,0.0,0.0,13.666666666666666,13.666666666666666
4236,1,1,0,0,0,0,3,3,0.0,0.0,14.666666666666666,14.666666666666666
4237,1,1,0,0,0,0,3,3,0.0,0.0,15.666666666666666,15.666666666666666
4238,1,1,0,0,0,0,4,4,0.0,0.0,12.5,12.5
4239,1,1,0,0,0,0,4,4,0.0,0.0,13.5,13.5
4240,1,1,0,0,0,0,4,4,0.0,0.0,14.5,14.5
4241,1,1,0,0,0,0,4,4,0.0,0.0,15.5,15.5
4242,1,1,0,0,0,0,4,4,0.0,0.0,16.5,16.5
4243,1,1,0,0,0,0,4,4,0.0,0.0,17.5,17.5
4244,1,1,0,0,0,0,4,4,0.0,0.0,18.5,18.5
4245,1,1,0,0,0,0,4,4,0.0,0.0,19.5,19.5
4246,1,1,0,0,0,0,4,4,0.0,0.0,20.5,20.5
4247,1,1,0,0,0,0,4,4,0.0,0.0,21.5,21.5
4248,1,1,0,0,0,0,4,4,0.0,0.0,22.5,22.5
4249,1,1,0,0,0,0,4,4,0.0,0.0,23.5,23.5
4250,1,1,0,0,0,0,4,4,0.0,0.0,24.5,24.5
4251,1,1,0,0,0,0,4,4,0.0,0.0,25.5,25.5
4252,0,0,1,1,0,0,5,5,0.0,0.0,21.2,21.2
4253,0,0,1,1,1,1,5,5,0.0,0.0,15.0,15.0
4254,0,0,1,1,1,1,4,4,1.0,1.0,11.0,11.0
4255,0,0,1,1,1,1,3,3,2.0,2.0,7.333333333333333,7.333333333333333
4256,0,0,1,1,1,1,2,2,3.0,3.0,3.5,3.5
4257,0,0,1,1,1,1,1,1,4.0,4.0,4.0,4.0
4258,0,0,1,1,2,2,0,0,2.5,2.5,0.0,0.0
4259,0,0,1,1,3,3,0,0,2.3333333333333335,2.3333333333333335,0.0,0.0
4260,0,0,1,1,4,4,0,0,2.5,2.5,0.0,0.0
4261,0,0,1,1,4,4,0,0,3.5,3.5,0.0,0.0
4262,0,0,1,1,4,4,0,0,4.5,4.5,0.0,0.0
4263,1,1,0,0,5,5,0,0,4.4,4.4,0.0,0.0
4264,1,1,0,0,5,5,0,0,3.2,3.2,0.0,0.0
4265,1,1,0,0,5,5,1,1,2.8,2.8,0.0,0.0
4266,1,1,0,0,4,4,1,1,3.0,3.0,1.0,1.0
4267,1,1,0,0,3,3,1,1,3.0,3.0,2.0,2.0
4268,1,1,0,0,2,2,1,1,3.5,3.5,3.0,3.0
4269,1,1,0,0,2,2,1,1,2.0,2.0,4.0,4.0
4270,1,1,0,0,1,1,1,1,1.0,1.0,5.0,5.0
4271,1,1,0,0,0,0,1,1,0.0,0.0,6.0,6.0
4272,1,1,0,0,0,0,1,1,0.0,0.0,7.0,7.0
4273,1,1,0,0,0,0,1,1,0.0,0.0,8.0,8.0
4274,1,1,0,0,0,0,1,1,0.0,0.0,9.0,9.0
4275,1,1,0,0,0,0,1,1,0.0,0.0,10.0,10.0
4276,1,1,0,0,0,0,1,1,0.0,0.0,11.0,11.0
4277,1,1,0,0,0,0,1,1,0.0,0.0,12.0,12.0
4278,1,1,0,0,0,0,1,1,0.0,0.0,13.0,13.0
4279,1,1,0,0,0,0,1,1,0.0,0.0,14.0,14.0
4280,1,1,0,0,0,0,1,1,0.0,0.0,15.0,15.0
4281,1,1,0,0,0,0,1,1,0.0,0.0,16.0,16.0
4282,1,1,0,0,0,0,2,2,0.0,0.0,8.5,8.5
4283,1,1,0,0,0,0,3,3,0.0,0.0,6.333333333333333,6.333333333333333
4284,1,1,0,0,0,0,3,3,0.0,0.0,7.333333333333333,7.333333333333333
4285,1,1,0,0,0,0,3,3,0.0,0.0,8.333333333333334,8.333333333333334
4286,1,1,0,0,0,0,3,3,0.0,0.0,9.333333333333334,9.333333333333334
4287,1,1,0,0,0,0,3,3,0.0,0.0,10.333333333333334,10.333333333333334
4288,1,1,0,0,0,0,3,3,0.0,0.0,11.333333333333334,11.333333333333334
4289,1,1,0,0,0,0,4,4,0.0,0.0,9.25,9.25
4290,0,0,1,1,0,0,5,5,0.0,0.0,8.2,8.2
4291,0,0,1,1,1,1,5,5,0.0,0.0,4.0,4.0
4292,0,0,1,1,2,2,4,4,0.5,0.5,3.75,3.75
4293,0,0,1,1,2,2,3,3,1.5,1.5,3.0,3.0
4294,0,0,1,1,2,2,2,2,2.5,2.5,3.5,3.5
4295,0,0,1,1,2,2,1,1,3.5,3.5,4.0,4.0
4296,0,0,1,1,2,2,0,0,4.5,4.5,0.0,0.0
4297,0,0,1,1,3,3,0,0,3.6666666666666665,3.6666666666666665,0.0,0.0
4298,0,0,1,1,4,4,0,0,3.5,3.5,0.0,0.0
4299,0,0,1,1,4,4,0,0,4.5,4.5,0.0,0.0
4300,0,0,1,1,4,4,0,0,5.5,5.5,0.0,0.0
4301,0,0,1,1,4,4,0,0,6.5,6.5,0.0,0.0
4302,0,0,1,1,4,4,0,0,7.5,7.5,0.0,0.0
4303,0,0,1,1,4,4,0,0,8.5,8.5,0.0,0.0
4304,1,1,0,0,5,5,0,0,7.6,7.6,0.0,0.0
4305,1,1,0,0,5,5,1,1,5.8,5.8,0.0,0.0
4306,1,1,0,0,5,5,2,2,4.0,4.0,0.5,0.5
4307,1,1,0,0,4,4,2,2,3.75,3.75,1.5,1.5
4308,1,1,0,0,4,4,2,2,2.25,2.25,2.5,2.5
4309,1,1,0,0,3,3,2,2,2.6666666666666665,2.6666666666666665,3.5,3.5
4310,1,1,0,0,3,3,3,3,2.0,2.0,3.0,3.0
4311,1,1,0,0,2,2,3,3,2.0,2.0,4.0,4.0
4312,1,1,0,0,2,2,4,4,1.0,1.0,3.75,3.75
4313,1,1,0,0,2,2,4,4,0.5,0.5,4.75,4.75
4314,1,1,0,0,1,1,4,4,1.0,1.0,5.75,5.75
4315,1,1,0,0,1,1,4,4,0.0,0.0,6.75,6.75
4316,1,1,0,0,0,0,4,4,0.0,0.0,7.75,7.75
4317,1,1,0,0,0,0,4,4,0.0,0.0,8.75,8.75
4318,1,1,0,0,0,0,4,4,0.0,0.0,9.75,9.75
4319,1,1,0,0,0,0,4,4,0.0,0.0,10.75,10.75
4320,1,1,0,0,0,0,4,4,0.0,0.0,11.75,11.75
4321,1,1,0,0,0,0,4,4,0.0,0.0,12.75,12.75
4322,1,1,0,0,0,0,4,4,0.0,0.0,13.75,13.75
4323,1,1,0,0,0,0,4,4,0.0,0.0,14.75,14.75
4324,1,1,0,0,0,0,4,4,0.0,0.0,15.75,15.75
4325,1,1,0,0,0,0,4,4,0.0,0.0,16.75,16.75
4326,1,1,0,0,0,0,4,4,0.0,0.0,17.75,17.75
4327,1,1,0,0,0,0,4,4,0.0,0.0,18.75,18.75
4328,1,1,0,0,0,0,4,4,0.0,0.0,19.75,19.75
4329,1,1,0,0,0,0,4,4,0.0,0.0,20.75,20.75
4330,1,1,0,0,0,0,4,4,0.0,0.0,21.75,21.75
4331,1,1,0,0,0,0,4,4,0.0,0.0,22.75,22.75
4332,1,1,0,0,0,0,4,4,0.0,0.0,23.75,23.75
4333,1,1,0,0,0,0,4,4,0.0,0.0,24.75,24.75
4334,1,1,0,0,0,0,4,4,0.0,0.0,25.75,25.75
4335,1,1,0,0,0,0,4,4,0.0,0.0,26.75,26.75
4336,1,1,0,0,0,0,4,4,0.0,0.0,27.75,27.75
4337,1,1,0,0,0,0,4,4,0.0,0.0,28.75,28.75
4338,1,1,0,0,0,0,4,4,0.0,0.0,29.75,29.75
4339,1,1,0,0,0,0,4,4,0.0,0.0,30.75,30.75
4340,0,0,1,1,0,0,5,5,0.0,0.0,25.4,25.4
4341,0,0,1,1,0,0,4,4,0.0,0.0,24.0,24.0
4342,0,0,1,1,0,0,3,3,0.0,0.0,21.333333333333332,21.333333333333332
4343,0,0,1,1,0,0,2,2,0.0,0.0,17.0,17.0
4344,0,0,1,1,0,0,1,1,0.0,0.0,4.0,4.0
4345,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
4346,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
4347,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
4348,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0
4349,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0
4350,0,0,1,1,2,2,0,0,0.5,0.5,0.0,0.0
4351,0,0,1,1,2,2,0,0,1.5,1.5,0.0,0.0
4352,0,0,1,1,2,2,0,0,2.5,2.5,0.0,0.0
4353,0,0,1,1,2,2,0,0,3.5,3.5,0.0,0.0
4354,0,0,1,1,3,3,0,0,3.0,3.0,0.0,0.0
4355,0,0,1,1,3,3,0,0,4.0,4.0,0.0,0.0
4356,0,0,1,1,3,3,0,0,5.0,5.0,0.0,0.0
4357,0,0,1,1,4,4,0,0,4.5,4.5,0.0,0.0
4358,0,0,1,1,4,4,0,0,5.5,5.5,0.0,0.0
4359,0,0,1,1,4,4,0,0,6.5,6.5,0.0,0.0
4360,1,1,0,0,5,5,0,0,6.0,6.0,0.0,0.0
4361,1,1,0,0,5,5,0,0,4.6,4.6,0.0,0.0
4362,1,1,0,0,5,5,0,0,3.2,3.2,0.0,0.0
4363,1,1,0,0,5,5,0,0,2.4,2.4,0.0,0.0
4364,1,1,0,0,5,5,0,0,2.0,2.0,0.0,0.0
4365,1,1,0,0,5,5,0,0,2.0,2.0,0.0,0.0
4366,1,1,0,0,4,4,0,0,2.5,2.5,0.0,0.0
4367,1,1,0,0,4,4,0,0,2.25,2.25,0.0,0.0
4368,1,1,0,0,3,3,0,0,2.6666666666666665,2.6666666666666665,0.0,0.0
4369,1,1,0,0,3,3,0,0,2.0,2.0,0.0,0.0
4370,1,1,0,0,2,2,0,0,2.0,2.0,0.0,0.0
4371,1,1,0,0,1,1,0,0,2.0,2.0,0.0,0.0
4372,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4373,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0
4374,1,1,0,0,0,0,1,1,0.0,0.0,1.0,1.0
4375,1,1,0,0,0,0,2,2,0.0,0.0,1.0,1.0
4376,1,1,0,0,0,0,2,2,0.0,0.0,2.0,2.0
4377,1,1,0,0,0,0,2,2,0.0,0.0,3.0,3.0
4378,1,1,0,0,0,0,2,2,0.0,0.0,4.0,4.0
4379,1,1,0,0,0,0,2,2,0.0,0.0,5.0,5.0
4380,1,1,0,0,0,0,2,2,0.0,0.0,6.0,6.0
4381,1,1,0,0,0,0,2,2,0.0,0.0,7.0,7.0
4382,1,1,0,0,0,0,2,2,0.0,0.0,8.0,8.0
4383,1,1,0,0,0,0,2,2,0.0,0.0,9.0,9.0
4384,1,1,0,0,0,0,2,2,0.0,0.0,10.0,10.0
4385,1,1,0,0,0,0,2,2,0.0,0.0,11.0,11.0
4386,1,1,0,0,0,0,2,2,0.0,0.0,12.0,12.0
4387,1,1,0,0,0,0,2,2,0.0,0.0,13.0,13.0
4388,1,1,0,0,0,0,3,3,0.0,0.0,9.333333333333334,9.333333333333334
4389,1,1,0,0,0,0,4,4,0.0,0.0,7.75,7.75
4390,1,1,0,0,0,0,4,4,0.0,0.0,8.75,8.75
4391,1,1,0,0,0,0,4,4,0.0,0.0,9.75,9.75
4392,0,0,1,1,0,0,5,5,0.0,0.0,8.6,8.6
4393,0,0,1,1,1,1,5,5,0.0,0.0,5.6,5.6
4394,0,0,1,1,1,1,4,4,1.0,1.0,3.5,3.5
4395,0,0,1,1,1,1,3,3,2.0,2.0,3.6666666666666665,3.6666666666666665
4396,0,0,1,1,1,1,2,2,3.0,3.0,3.5,3.5
4397,0,0,1,1,1,1,1,1,4.0,4.0,4.0,4.0
4398,0,0,1,1,1,1,0,0,5.0,5.0,0.0,0.0
4399,0,0,1,1,1,1,0,0,6.0,6.0,0.0,0.0
4400,0,0,1,1,1,1,0,0,7.0,7.0,0.0,0.0
4401,0,0,1,1,1,1,0,0,8.0,8.0,0.0,0.0
4402,0,0,1,1,1,1,0,0,9.0,9.0,0.0,0.0
4403,0,0,1,1,1,1,0,0,10.0,10.0,0.0,0.0
4404,0,0,1,1,1,1,0,0,11.0,11.0,0.0,0.0
4405,0,0,1,1,1,1,0,0,12.0,12.0,0.0,0.0
4406,0,0,1,1,1,1,0,0,13.0,13.0,0.0,0.0
4407,0,0,1,1,1,1,0,0,14.0,14.0,0.0,0.0
4408,0,0,1,1,1,1,0,0,15.0,15.0,0.0,0.0
4409,0,0,1,1,1,1,0,0,16.0,16.0,0.0,0.0
4410,0,0,1,1,1,1,0,0,17.0,17.0,0.0,0.0
4411,0,0,1,1,1,1,0,0,18.0,18.0,0.0,0.0
4412,0,0,1,1,1,1,0,0,19.0,19.0,0.0,0.0
4413,0,0,1,1,1,1,0,0,20.0,20.0,0.0,0.0
4414,0,0,1,1,1,1,0,0,21.0,21.0,0.0,0.0
4415,0,0,1,1,1,1,0,0,22.0,22.0,0.0,0.0
4416,0,0,1,1,1,1,0,0,23.0,23.0,0.0,0.0
4417,0,0,1,1,2,2,0,0,12.0,12.0,0.0,0.0
4418,0,0,1,1,3,3,0,0,8.666666666666666,8.666666666666666,0.0,0.0
4419,0,0,1,1,3,3,0,0,9.666666666666666,9.666666666666666,0.0,0.0
4420,0,0,1,1,3,3,0,0,10.666666666666666,10.666666666666666,0.0,0.0
4421,0,0,1,1,4,4,0,0,8.75,8.75,0.0,0.0
4422,0,0,1,1,4,4,0,0,9.75,9.75,0.0,0.0
4423,0,0,1,1,4,4,0,0,10.75,10.75,0.0,0.0
4424,0,0,1,1,4,4,0,0,11.75,11.75,0.0,0.0
4425,1,1,0,0,5,5,0,0,10.2,10.2,0.0,0.0
4426,1,1,0,0,4,4,0,0,5.75,5.75,0.0,0.0
4427,1,1,0,0,3,3,0,0,5.666666666666667,5.666666666666667,0.0,0.0
4428,1,1,0,0,2,2,0,0,5.0,5.0,0.0,0.0
4429,1,1,0,0,1,1,0,0,4.0,4.0,0.0,0.0
4430,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4431,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4432,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0
4433,1,1,0,0,0,0,1,1,0.0,0.0,1.0,1.0
4434,1,1,0,0,0,0,2,2,0.0,0.0,1.0,1.0
4435,1,1,0,0,0,0,2,2,0.0,0.0,2.0,2.0
4436,1,1,0,0,0,0,2,2,0.0,0.0,3.0,3.0
4437,1,1,0,0,0,0,2,2,0.0,0.0,4.0,4.0
4438,1,1,0,0,0,0,3,3,0.0,0.0,3.3333333333333335,3.3333333333333335
4439,1,1,0,0,0,0,3,3,0.0,0.0,4.333333333333333,4.333333333333333
4440,1,1,0,0,0,0,4,4,0.0,0.0,4.0,4.0
4441,1,1,0,0,0,0,4,4,0.0,0.0,5.0,5.0
4442,1,1,0,0,0,0,4,4,0.0,0.0,6.0,6.0
4443,1,1,0,0,0,0,4,4,0.0,0.0,7.0,7.0
4444,1,1,0,0,0,0,4,4,0.0,0.0,8.0,8.0
4445,1,1,0,0,0,0,4,4,0.0,0.0,9.0,9.0
4446,1,1,0,0,0,0,4,4,0.0,0.0,10.0,10.0
4447,0,0,1,1,0,0,5,5,0.0,0.0,8.8,8.8
4448,0,0,1,1,1,1,4,4,0.0,0.0,8.25,8.25
4449,0,0,1,1,1,1,3,3,1.0,1.0,7.333333333333333,7.333333333333333
4450,0,0,1,1,1,1,2,2,2.0,2.0,6.5,6.5
4451,0,0,1,1,2,2,2,2,1.5,1.5,2.0,2.0
4452,0,0,1,1,3,3,2,2,1.6666666666666667,1.6666666666666667,0.5,0.5
4453,0,0,1,1,3,3,1,1,2.6666666666666665,2.6666666666666665,1.0,1.0
4454,0,0,1,1,3,3,0,0,3.6666666666666665,3.6666666666666665,0.0,0.0
4455,0,0,1,1,3,3,0,0,4.666666666666667,4.666666666666667,0.0,0.0
4456,0,0,1,1,3,3,0,0,5.666666666666667,5.666666666666667,0.0,0.0
4457,0,0,1,1,3,3,0,0,6.666666666666667,6.666666666666667,0.0,0.0
4458,0,0,1,1,3,3,0,0,7.666666666666667,7.666666666666667,0.0,0.0
4459,0,0,1,1,3,3,0,0,8.666666666666666,8.666666666666666,0.0,0.0
4460,0,0,1,1,3,3,0,0,9.666666666666666,9.666666666666666,0.0,0.0
4461,0,0,1,1,4,4,0,0,8.0,8.0,0.0,0.0
4462,0,0,1,1,4,4,0,0,9.0,9.0,0.0,0.0
4463,0,0,1,1,4,4,0,0,10.0,10.0,0.0,0.0
4464,0,0,1,1,4,4,0,0,11.0,11.0,0.0,0.0
4465,0,0,1,1,4,4,0,0,12.0,12.0,0.0,0.0
4466,1,1,0,0,5,5,0,0,10.4,10.4,0.0,0.0
4467,1,1,0,0,4,4,0,0,9.5,9.5,0.0,0.0
4468,1,1,0,0,3,3,0,0,8.333333333333334,8.333333333333334,0.0,0.0
4469,1,1,0,0,2,2,0,0,5.5,5.5,0.0,0.0
4470,1,1,0,0,1,1,0,0,4.0,4.0,0.0,0.0
4471,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4472,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4473,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4474,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4475,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4476,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0
4477,1,1,0,0,0,0,1,1,0.0,0.0,1.0,1.0
4478,1,1,0,0,0,0,1,1,0.0,0.0,2.0,2.0
4479,1,1,0,0,0,0,2,2,0.0,0.0,1.5,1.5
4480,1,1,0,0,0,0,3,3,0.0,0.0,1.6666666666666667,1.6666666666666667
4481,1,1,0,0,0,0,4,4,0.0,0.0,2.0,2.0
4482,1,1,0,0,0,0,4,4,0.0,0.0,3.0,3.0
4483,1,1,0,0,0,0,4,4,0.0,0.0,4.0,4.0
4484,1,1,0,0,0,0,4,4,0.0,0.0,5.0,5.0
4485,1,1,0,0,0,0,4,4,0.0,0.0,6.0,6.0
4486,1,1,0,0,0,0,4,4,0.0,0.0,7.0,7.0
4487,1,1,0,0,0,0,4,4,0.0,0.0,8.0,8.0
4488,1,1,0,0,0,0,4,4,0.0,0.0,9.0,9.0
4489,1,1,0,0,0,0,4,4,0.0,0.0,10.0,10.0
4490,1,1,0,0,0,0,4,4,0.0,0.0,11.0,11.0
4491,1,1,0,0,0,0,4,4,0.0,0.0,12.0,12.0
4492,1,1,0,0,0,0,4,4,0.0,0.0,13.0,13.0
4493,1,1,0,0,0,0,4,4,0.0,0.0,14.0,14.0
4494,0,0,1,1,0,0,5,5,0.0,0.0,12.0,12.0
4495,0,0,1,1,0,0,4,4,0.0,0.0,11.5,11.5
4496,0,0,1,1,1,1,4,4,0.0,0.0,8.25,8.25
4497,0,0,1,1,1,1,3,3,1.0,1.0,6.666666666666667,6.666666666666667
4498,0,0,1,1,1,1,2,2,2.0,2.0,3.0,3.0
4499,0,0,1,1,1,1,1,1,3.0,3.0,3.0,3.0
4500,0,0,1,1,1,1,0,0,4.0,4.0,0.0,0.0
4501,0,0,1,1,1,1,0,0,5.0,5.0,0.0,0.0
4502,0,0,1,1,1,1,0,0,6.0,6.0,0.0,0.0
4503,0,0,1,1,2,2,0,0,3.5,3.5,0.0,0.0
4504,0,0,1,1,3,3,0,0,3.0,3.0,0.0,0.0
4505,0,0,1,1,4,4,0,0,3.0,3.0,0.0,0.0
4506,0,0,1,1,4,4,0,0,4.0,4.0,0.0,0.0
4507,0,0,1,1,4,4,0,0,5.0,5.0,0.0,0.0
4508,1,1,0,0,5,5,0,0,4.8,4.8,0.0,0.0
4509,1,1,0,0,4,4,0,0,4.0,4.0,0.0,0.0
4510,1,1,0,0,4,4,0,0,3.25,3.25,0.0,0.0
4511,1,1,0,0,3,3,0,0,3.3333333333333335,3.3333333333333335,0.0,0.0
4512,1,1,0,0,2,2,0,0,3.0,3.0,0.0,0.0
4513,1,1,0,0,1,1,0,0,3.0,3.0,0.0,0.0
4514,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4515,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4516,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4517,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4518,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4519,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
4520,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0
4521,1,1,0,0,0,0,1,1,0.0,0.0,1.0,1.0
4522,1,1,0,0,0,0,2,2,0.0,0.0,1.0,1.0
4523,1,1,0,0,0,0,2,2,0.0,0.0,2.0,2.0
4524,1,1,0,0,0,0,2,2,0.0,0.0,3.0,3.0
4525,1,1,0,0,0,0,2,2,0.0,0.0,4.0,4.0
4526,1,1,0,0,0,0,3,3,0.0,0.0,3.3333333333333335,3.3333333333333335
4527,1,1,0,0,0,0,3,3,0.0,0.0,4.333333333333333,4.333333333333333
4528,1,1,0,0,0,0,3,3,0.0,0.0,5.333333333333333,5.333333333333333
4529,1,1,0,0,0,0,3,3,0.0,0.0,6.333333333333333,6.333333333333333
4530,1,1,0,0,0,0,3,3,0.0,0.0,7.333333333333333,7.333333333333333
4531,1,1,0,0,0,0,4,4,0.0,0.0,6.25,6.25
4532,1,1,0,0,0,0,4,4,0.0,0.0,7.25,7.25
4533,1,1,0,0,0,0,4,4,0.0,0.0,8.25,8.25
4534,1,1,0,0,0,0,4,4,0.0,0.0,9.25,9.25
4535,1,1,0,0,0,0,4,4,0.0,0.0,10.25,10.25
4536,0,0,1,1,0,0,5,5,0.0,0.0,9.0,9.0
4537,0,0,1,1,0,0,4,4,0.0,0.0,8.25,8.25
4538,0,0,1,1,0,0,3,3,0.0,0.0,7.0,7.0
4539,0,0,1,1,1,1,3,3,0.0,0.0,3.6666666666666665,3.6666666666666665
4540,0,0,1,1,1,1,2,2,1.0,1.0,2.5,2.5
4541,0,0,1,1,2,2,1,1,1.0,1.0,2.0,2.0
4542,0,0,1,1,2,2,0,0,2.0,2.0,0.0,0.0
4543,0,0,1,1,2,2,0,0,3.0,3.0,0.0,0.0
4544,0,0,1,1,2,2,0,0,4.0,4.0,0.0,0.0
4545,0,0,1,1,2,2,0,0,5.0,5.0,0.0,0.0
4546,0,0,1,1,2,2,0,0,6.0,6.0,0.0,0.0
4547,0,0,1,1,3,3,0,0,4.666666666666667,4.666666666666667,0.0,0.0
4548,0,0,1,1,3,3,0,0,5.666666666666667,5.666666666666667,0.0,0.0
4549,0,0,1,1,3,3,0,0,6.666666666666667,6.666666666666667,0.0,0.0
4550,0,0,1,1,3,3,0,0,7.666666666666667,7.666666666666667,0.0,0.0
4551,0,0,1,1,3,3,0,0,8.666666666666666,8.666666666666666,0.0,0.0
4552,0,0,1,1,3,3,0,0,9.666666666666666,9.666666666666666,0.0,0.0
4553,0,0,1,1,4,4,0,0,8.0,8.0,0.0,0.0
4554,0,0,1,1,4,4,0,0,9.0,9.0,0.0,0.0
4555,0,0,1,1,4,4,0,0,10.0,10.0,0.0,0.0
4556,1,1,0,0,5,5,0,0,8.8,8.8,0.0,0.0
4557,1,1,0,0,5,5,1,1,6.2,6.2,0.0,0.0
4558,1,1,0,0,5,5,2,2,3.8,3.8,0.5,0.5
4559,1,1,0,0,4,4,2,2,3.0,3.0,1.5,1.5
4560,1,1,0,0,3,3,2,2,3.0,3.0,2.5,2.5
4561,1,1,0,0,2,2,2,2,3.5,3.5,3.5,3.5
4562,1,1,0,0,1,1,2,2,4.0,4.0,4.5,4.5
