total_traffic_ops,north_light,south_light,east_light,west_light,north_queue_size,south_queue_size,east_queue_size,west_queue_size
772,1,1,0,0,10,21,5,28
773,1,1,0,0,9,20,6,28
774,1,1,0,0,8,19,6,29
775,1,1,0,0,7,19,7,29
776,0,0,1,1,7,19,8,29
777,0,0,1,1,7,19,7,29
778,0,0,1,1,7,20,7,29
779,0,0,1,1,7,21,7,28
780,0,0,1,1,8,21,6,27
781,0,0,1,1,8,22,6,26
782,0,0,1,1,9,22,6,26
783,0,0,1,1,9,22,5,25
784,0,0,1,1,9,23,4,25
785,0,0,1,1,10,24,3,25
786,0,0,1,1,11,25,3,25
787,0,0,1,1,11,25,3,25
788,0,0,1,1,12,26,3,25
789,1,1,0,0,13,26,3,24
790,1,1,0,0,13,26,3,25
791,1,1,0,0,13,25,4,25
792,1,1,0,0,12,24,4,25
793,1,1,0,0,12,24,5,26
794,1,1,0,0,11,23,5,27
795,1,1,0,0,10,23,5,28
796,1,1,0,0,9,22,5,29
797,1,1,0,0,9,22,5,30
798,1,1,0,0,8,22,5,31
799,1,1,0,0,7,21,6,31
800,0,0,1,1,7,21,7,32
